,From Date,PM10,NO,NO2,WS,CO,Benzene,NOx,Ozone,SO2,NH3,Toluene,PM2.5,Date,year,month,day,hour,minute
362,01-05-2019 16:00,341.91,87.17,146.54,0.51,2.95,5.07,149,55.73,24.97,41.82,37.79,115.66,2019-01-05 16:00:00,2019,1,5,16,0
363,02-05-2019 00:00,301.41,38.31,63.38,0.64,1.88,6.11,64.95,31.84,40.11,34.85,20.25,97.38,2019-02-05 00:00:00,2019,2,5,0,0
364,02-05-2019 08:00,337.12,10.19,55.66,2.96,3.15,3.06,37.91,74.95,31.19,40.32,25.56,92.78,2019-02-05 08:00:00,2019,2,5,8,0
365,02-05-2019 16:00,265.34,39.54,72.42,1.77,2.48,2.64,70.62,60.4,19.82,32.97,21.8,68.38,2019-02-05 16:00:00,2019,2,5,16,0
366,03-05-2019 00:00,156.22,43.4,62.77,0.74,2.05,3.95,68.79,77.72,47.35,30.32,28.27,69.72,2019-03-05 00:00:00,2019,3,5,0,0
367,03-05-2019 08:00,183.19,14.34,54.56,1.96,1.83,2.87,40.72,76.59,33.09,25.62,20.92,83,2019-03-05 08:00:00,2019,3,5,8,0
368,03-05-2019 16:00,216.44,131.04,103.57,0.94,2.63,4.38,162.07,49.3,15.31,31.47,25.53,68.34,2019-03-05 16:00:00,2019,3,5,16,0
369,04-05-2019 00:00,275.19,125.21,83.71,0.39,2.22,6.52,146.55,21.18,18.53,34.7,33.12,93.38,2019-04-05 00:00:00,2019,4,5,0,0
370,04-05-2019 08:00,217,55.75,86.71,1.52,1.76,2.95,91.55,59.76,20.23,45.06,15.07,68.71,2019-04-05 08:00:00,2019,4,5,8,0
371,04-05-2019 16:00,213.0,62.575,69.34,0.6,1.9,2.94,91.86,27.75,10.79,39.23,21.86,81.515,2019-04-05 16:00:00,2019,4,5,16,0
372,05-05-2019 00:00,213.0,62.575,69.34,0.6,1.9,2.94,91.86,27.75,10.79,39.23,21.86,81.515,2019-05-05 00:00:00,2019,5,5,0,0
373,05-05-2019 08:00,222.82,62.575,69.34,2.47,2.64,2.14,91.86,81.15,10.53,39.23,10.64,66.59,2019-05-05 08:00:00,2019,5,5,8,0
374,05-05-2019 16:00,386.44,62.575,69.34,0.84,4.98,6.78,91.86,51.51,32.45,39.23,52.71,111.81,2019-05-05 16:00:00,2019,5,5,16,0
375,06-05-2019 00:00,513.28,62.575,69.34,0.31,2.05,9.76,91.86,25.85,31.75,39.23,43.85,176.91,2019-06-05 00:00:00,2019,6,5,0,0
376,06-05-2019 08:00,304.34,39.09,185.35,2.14,1.62,3.75,130.44,63.11,15.43,15.95,13.33,97.38,2019-06-05 08:00:00,2019,6,5,8,0
377,06-05-2019 16:00,196,113.42,90.82,2.23,1.77,2.62,140.78,67.77,11.8,27.38,10.05,73,2019-06-05 16:00:00,2019,6,5,16,0
378,07-05-2019 00:00,213.0,62.575,69.34,0.6,1.9,2.94,91.86,27.75,10.79,39.23,21.86,81.515,2019-07-05 00:00:00,2019,7,5,0,0
379,07-05-2019 08:00,432.27,75.14,77.35,2.24,1.18,2.24,102.4,44.08,11.3,31.99,10.15,101,2019-07-05 08:00:00,2019,7,5,8,0
380,07-05-2019 16:00,537.5,258.34,91.47,0.7,4.58,9.11,276.03,42.69,29.15,29.41,72.82,148.72,2019-07-05 16:00:00,2019,7,5,16,0
381,08-05-2019 00:00,687.36,321.72,85.84,0.38,2.95,14.8,320.55,36.67,32.77,45.41,100.06,500.53,2019-08-05 00:00:00,2019,8,5,0,0
382,08-05-2019 08:00,502.34,119.78,84.48,2.17,2.06,3.35,142.57,38.92,12.76,43.42,17.29,201.12,2019-08-05 08:00:00,2019,8,5,8,0
383,08-05-2019 16:00,443.78,174.29,80.37,0.92,2.33,6.96,184.83,26.94,19.72,32.15,25.76,191.94,2019-08-05 16:00:00,2019,8,5,16,0
384,09-05-2019 00:00,507.94,155.56,54.81,0.47,2.79,6.43,156.03,16.86,25.76,30.85,20.9,206.44,2019-09-05 00:00:00,2019,9,5,0,0
385,09-05-2019 08:00,519.97,135.18,49.51,2.23,2.18,2.62,125.38,28.72,13.68,29.18,10.29,205.41,2019-09-05 08:00:00,2019,9,5,8,0
386,09-05-2019 16:00,456.66,325.13,137.36,0.54,3.16,7.91,336.95,16.34,14.45,26.44,26.29,188.81,2019-09-05 16:00:00,2019,9,5,16,0
387,10-05-2019 00:00,411.5,125.6,60.7,0.92,1.28,4.14,134.31,19.58,20.79,32.06,9.75,182.03,2019-10-05 00:00:00,2019,10,5,0,0
388,10-05-2019 08:00,316.56,91.71,102.12,1.49,1.7,2.85,129.05,44.25,13.85,31.29,10.46,163.47,2019-10-05 08:00:00,2019,10,5,8,0
389,10-05-2019 16:00,374.6,93.8,80.51,0.94,1.36,3.05,119.29,30.87,13.91,34.83,13.28,141.66,2019-10-05 16:00:00,2019,10,5,16,0
390,11-05-2019 00:00,456.62,170.79,86.57,0.42,1.45,4.61,185.3,52.43,27.01,29.54,37.12,141.47,2019-11-05 00:00:00,2019,11,5,0,0
391,11-05-2019 08:00,342.03,89.28,118.21,1.74,1.9,3.52,135.64,47.12,19.36,45.38,14.03,182.19,2019-11-05 08:00:00,2019,11,5,8,0
392,11-05-2019 16:00,318.09,75.67,87.39,1.06,2.37,3.72,108.17,47.1,14.21,49.81,14.9,130.53,2019-11-05 16:00:00,2019,11,5,16,0
393,12-05-2019 00:00,401.71,70.66,75.3,1.19,1.29,4.45,97.66,28.39,22,38.41,18.27,213.25,2019-12-05 00:00:00,2019,12,5,0,0
394,12-05-2019 08:00,573.89,74.06,79.32,2.55,0.97,1.38,102.58,56.8,10.56,38.49,6.05,309.16,2019-12-05 08:00:00,2019,12,5,8,0
395,12-05-2019 16:00,374.28,147.7,118.77,0.54,2.13,5.19,183.5,42.88,18.2,38.44,16.49,139.81,2019-12-05 16:00:00,2019,12,5,16,0
396,13-05-2019 00:00,522.16,175.3,102,0.31,2.08,9.55,197.15,26.14,41.57,62.68,24.48,276.25,2019-05-13 00:00:00,2019,5,13,0,0
397,13-05-2019 08:00,483.5,46.38,114.48,0.58,1.77,6.15,98.76,67.52,50.78,55.42,14.67,343.31,2019-05-13 08:00:00,2019,5,13,8,0
398,13-05-2019 16:00,361.94,64.47,81.38,2.16,1.33,2.75,95.88,39.27,16.18,36.02,17.71,74.31,2019-05-13 16:00:00,2019,5,13,16,0
399,14-05-2019 00:00,242.91,47.16,55.96,0.54,1.11,2.49,68.26,20.64,13.02,51.69,10.88,72.84,2019-05-14 00:00:00,2019,5,14,0,0
400,14-05-2019 08:00,216.31,68.03,90.68,0.7,1.71,3.59,103.73,45.82,18.66,62.45,11.91,92.16,2019-05-14 08:00:00,2019,5,14,8,0
401,14-05-2019 16:00,172.25,94.2,118.13,0.55,2.31,4.05,139.65,29.53,19.22,44.09,16.99,100.69,2019-05-14 16:00:00,2019,5,14,16,0
402,15-05-2019 00:00,373.94,64.52,92.32,0.36,1.41,11.81,101.7,46.84,69.61,56.59,61.19,202.06,2019-05-15 00:00:00,2019,5,15,0,0
403,15-05-2019 08:00,135.94,63.04,49.19,2.16,1.43,3.29,77.56,18.96,17.21,54.92,22.17,79.66,2019-05-15 08:00:00,2019,5,15,8,0
404,15-05-2019 16:00,239.03,3.3,69.34,0.75,1.95,5.16,91.86,36.9,32.7,103.95,51.51,77.69,2019-05-15 16:00:00,2019,5,15,16,0
405,16-05-2019 00:00,330.94,46.6,69.34,1.28,1.42,5.59,91.86,13.12,25.23,103.18,22.3,108.72,2019-05-16 00:00:00,2019,5,16,0,0
406,16-05-2019 08:00,145.44,45.84,118.84,0.95,1.58,3.25,100.58,35.3,20.72,64.85,21.13,51.59,2019-05-16 08:00:00,2019,5,16,8,0
407,16-05-2019 16:00,215.44,148.11,128.01,0.89,2.34,6.32,188.85,45.9,22.76,61.76,42.96,85.38,2019-05-16 16:00:00,2019,5,16,16,0
408,17-05-2019 00:00,373.25,216.42,106.36,0.72,1.44,8.58,232.9,17.52,25.9,57.68,35.93,121.59,2019-05-17 00:00:00,2019,5,17,0,0
409,17-05-2019 08:00,557.72,52.35,83.8,1.14,1.97,2.32,87.19,41.16,16.79,85.33,13.82,105.09,2019-05-17 08:00:00,2019,5,17,8,0
410,17-05-2019 16:00,125.38,64.39,88.72,1.39,1.63,2.58,99.68,29.84,10.59,60.53,37.85,33.88,2019-05-17 16:00:00,2019,5,17,16,0
411,18-05-2019 00:00,67.28,113.41,75.23,0.6,1.98,3.15,132.46,11.73,10.38,62.41,16.02,32.53,2019-05-18 00:00:00,2019,5,18,0,0
412,18-05-2019 08:00,107.16,72.71,86.1,1.73,1.89,1.63,105.08,23.93,10.1,83.79,8.39,43.97,2019-05-18 08:00:00,2019,5,18,8,0
413,18-05-2019 16:00,167.41,168.13,134.24,1.01,1.9,4.21,208.5,24.5,8.71,62.96,14.55,57.72,2019-05-18 16:00:00,2019,5,18,16,0
414,19-05-2019 00:00,181,128.89,106.34,0.39,1.9,4.81,161.68,16.09,10.78,64.07,15.9,94,2019-05-19 00:00:00,2019,5,19,0,0
415,19-05-2019 08:00,150.31,91.37,131.3,1.61,1.9,2.15,144.34,45.01,17.61,68.89,9.11,75.28,2019-05-19 08:00:00,2019,5,19,8,0
416,19-05-2019 16:00,204.91,270.75,154.07,0.82,1.9,5.04,302.79,34.77,12.37,56.37,18.96,68.41,2019-05-19 16:00:00,2019,5,19,16,0
417,20-05-2019 00:00,305,299.2,140.85,0.3,1.9,7.97,318.95,21.9,17.74,65.47,39.5,161.59,2019-05-20 00:00:00,2019,5,20,0,0
418,20-05-2019 08:00,204.31,118.56,143.74,1.63,2.1,3.02,173.15,40.54,16.71,76.59,11.21,96.97,2019-05-20 08:00:00,2019,5,20,8,0
419,20-05-2019 16:00,169.28,257.71,137.44,0.86,1.62,6.37,283.04,30.42,9.93,63.34,22.72,60.28,2019-05-20 16:00:00,2019,5,20,16,0
420,21-05-2019 00:00,236.38,253.75,115.55,0.37,2.53,8.75,268.28,18.9,19.66,63.87,23.97,114.47,2019-05-21 00:00:00,2019,5,21,0,0
421,21-05-2019 08:00,151.88,110.57,134.93,1.14,2.82,2.96,161.76,51.12,17.72,59.76,11.82,77.31,2019-05-21 08:00:00,2019,5,21,8,0
422,21-05-2019 16:00,139.69,145.37,120.1,0.67,2.13,2.45,182.37,33.26,12.01,47.23,13.73,44.53,2019-05-21 16:00:00,2019,5,21,16,0
423,22-05-2019 00:00,187.44,196.43,88.28,0.36,1.75,5.48,207.17,17.05,16.46,49.01,15.23,91.97,2019-05-22 00:00:00,2019,5,22,0,0
424,22-05-2019 08:00,169.88,182.41,123.61,0.91,2.78,4.16,214.47,29.87,11.92,58.84,12.48,61.34,2019-05-22 08:00:00,2019,5,22,8,0
425,22-05-2019 16:00,246.34,203.52,151.17,0.35,2.6,7.29,244.9,26.11,13.9,49.51,32.42,81.88,2019-05-22 16:00:00,2019,5,22,16,0
426,23-05-2019 00:00,279.16,307.3,108.76,0.3,3.56,11.28,320.35,16.66,19.91,59.24,33.89,123.75,2019-05-23 00:00:00,2019,5,23,0,0
427,23-05-2019 08:00,211.06,110.72,137.06,1.15,2.09,4.42,162.69,35.66,24.37,80.2,14.23,121.6,2019-05-23 08:00:00,2019,5,23,8,0
428,23-05-2019 16:00,118.43,119.13,106.62,1.01,3.14,3.41,153.86,32.61,10.9,59.3,21.12,69.03,2019-05-23 16:00:00,2019,5,23,16,0
429,24-05-2019 00:00,139.44,118.79,57.97,0.55,2.29,5.02,127.7,9.49,12.7,62.42,18.45,108.72,2019-05-24 00:00:00,2019,5,24,0,0
430,24-05-2019 08:00,114.16,55.71,54.75,2.08,1.82,1.37,74.61,19.98,15.58,64.54,10.08,36.78,2019-05-24 08:00:00,2019,5,24,8,0
431,24-05-2019 16:00,112.72,146.01,90.8,1.01,2.37,5.26,167.29,9.14,9.37,64.46,25.93,47.81,2019-05-24 16:00:00,2019,5,24,16,0
432,25-05-2019 00:00,114.53,71.66,53.93,1.2,1.1,2.63,87.11,9.84,11.06,53.26,9.98,50.97,2019-05-25 00:00:00,2019,5,25,0,0
433,25-05-2019 08:00,107.34,99.37,82.45,2.44,2.1,1.64,124.88,23.72,10.77,48.59,7.99,33.03,2019-05-25 08:00:00,2019,5,25,8,0
434,25-05-2019 16:00,116.33,104.87,89.97,1.56,1.83,3.82,133.34,26.43,8.48,45.16,13.54,35.22,2019-05-25 16:00:00,2019,5,25,16,0
435,26-05-2019 00:00,112.28,109.21,84.53,0.57,1.46,2.77,133.71,25.43,16.98,45.42,8.52,66.81,2019-05-26 00:00:00,2019,5,26,0,0
436,26-05-2019 08:00,105.97,120,122.65,1.88,1.74,1.86,163.04,37.36,14.79,42.62,8.1,51.25,2019-05-26 08:00:00,2019,5,26,8,0
437,26-05-2019 16:00,118.75,111.09,112.85,0.94,2.62,3.64,150.59,32.78,10.67,41.23,17.03,42.5,2019-05-26 16:00:00,2019,5,26,16,0
438,27-05-2019 00:00,150.44,163.01,103,0.34,1.43,4.24,188.81,17.67,14.8,43.2,14.25,78,2019-05-27 00:00:00,2019,5,27,0,0
439,27-05-2019 08:00,240.6,92.72,134.95,1.8,2.63,2.85,147.33,35.52,16.47,47.04,9.24,127.75,2019-05-27 08:00:00,2019,5,27,8,0
440,27-05-2019 16:00,214.34,136.13,112.82,1.1,1.86,4.91,171.06,32.31,13.25,42.95,20.58,49.06,2019-05-27 16:00:00,2019,5,27,16,0
441,28-05-2019 00:00,294.56,221.54,112.04,0.33,2.36,6.54,241.29,19.32,25.5,35.38,21.35,94.56,2019-05-28 00:00:00,2019,5,28,0,0
442,28-05-2019 08:00,213.59,116.68,128.55,1.92,1.84,2.75,163.48,39.56,13.43,40.32,10.44,59.19,2019-05-28 08:00:00,2019,5,28,8,0
443,28-05-2019 16:00,269.84,193.72,124.01,1.17,2.42,6.18,223.95,36.26,16.2,41.18,22.13,54.22,2019-05-28 16:00:00,2019,5,28,16,0
444,29-05-2019 00:00,332.84,216.84,118.1,0.35,2.53,6.95,239.54,20.03,19.83,36.86,24.17,103.5,2019-05-29 00:00:00,2019,5,29,0,0
445,29-05-2019 08:00,209.25,79.6,131.16,1.3,1.91,3.18,134.64,48.57,18.66,45.9,10.93,68.59,2019-05-29 08:00:00,2019,5,29,8,0
446,29-05-2019 16:00,362.25,232.25,136.81,0.75,3.19,8.11,263.33,30.45,14.89,43.72,33.21,83.47,2019-05-29 16:00:00,2019,5,29,16,0
447,30-05-2019 00:00,446.5,338.28,118.84,0.31,2.78,12.59,339,18.4,22.9,46.87,44.97,141.28,2019-05-30 00:00:00,2019,5,30,0,0
448,30-05-2019 08:00,259.44,82.23,126.45,1.47,2.33,4.07,134.22,40.3,14.56,51.67,14.78,67.81,2019-05-30 08:00:00,2019,5,30,8,0
449,30-05-2019 16:00,327.94,237.47,125.09,0.81,3.45,8.16,274.16,30.09,18.47,45.89,30.47,74.34,2019-05-30 16:00:00,2019,5,30,16,0
450,31-05-2019 00:00,487.75,175.21,80.71,0.74,1.83,5.04,185.77,18.58,14.94,41.08,18.48,91.09,2019-05-31 00:00:00,2019,5,31,0,0
451,31-05-2019 08:00,408.41,67.82,94.12,1.38,1.93,2.49,105.36,61.62,17.93,48,9.38,90.31,2019-05-31 08:00:00,2019,5,31,8,0
452,31-05-2019 16:00,421.25,134.27,162.68,0.72,3.08,6.34,161.08,56.91,25.33,54.66,48.38,114.06,2019-05-31 16:00:00,2019,5,31,16,0
453,01-06-2019 00:00,514.03,158.87,109.71,0.68,2.51,7.79,183.73,35.38,59.09,63.74,97.16,163.69,2019-01-06 00:00:00,2019,1,6,0,0
454,01-06-2019 08:00,297.34,6.27,59.68,2.29,1.32,3.1,36.86,37.83,14.85,68.21,22.32,92.84,2019-01-06 08:00:00,2019,1,6,8,0
455,01-06-2019 16:00,296.94,11.84,98.2,2.11,2.14,2.99,61.87,27.27,14.58,68.92,37.78,82.62,2019-01-06 16:00:00,2019,1,6,16,0
456,02-06-2019 00:00,222.5,7.3,41.55,3.27,1.48,1.69,28.05,14.13,11.58,58.7,29.4,67.28,2019-02-06 00:00:00,2019,2,6,0,0
457,02-06-2019 08:00,231.47,6.55,46.31,2.72,1.95,1.77,29.97,22.69,10.68,59.54,10.84,74.69,2019-02-06 08:00:00,2019,2,6,8,0
458,02-06-2019 16:00,259.72,15.04,87.41,1.83,2.44,2.34,58.75,25.53,10.05,64.43,47.22,92.72,2019-02-06 16:00:00,2019,2,6,16,0
459,03-06-2019 00:00,308.41,5.1,30.96,3.35,1.86,1.62,20.64,12.24,9.35,47.17,6.16,65.97,2019-03-06 00:00:00,2019,3,6,0,0
460,03-06-2019 08:00,478.78,5.66,38.41,3.9,1.54,1.5,25.04,22.01,8.47,47.15,6.98,71.19,2019-03-06 08:00:00,2019,3,6,8,0
461,03-06-2019 16:00,237.66,4.38,54.78,3.22,2.03,1.58,32.7,25.81,6.82,43.26,13.32,66.06,2019-03-06 16:00:00,2019,3,6,16,0
462,04-06-2019 00:00,147.38,6.31,42.19,3.18,2.11,1.58,27.58,22.94,11.52,36.27,15.32,47.84,2019-04-06 00:00:00,2019,4,6,0,0
463,04-06-2019 08:00,173.5,4.51,39.57,3.27,2.57,1.23,24.73,40.81,10.52,30.85,7.15,51.56,2019-04-06 08:00:00,2019,4,6,8,0
464,04-06-2019 16:00,231.72,17.06,95.14,1.1,3.09,3.07,64.53,38.65,8.11,35.34,49.98,71.56,2019-04-06 16:00:00,2019,4,6,16,0
465,05-06-2019 00:00,201.16,8.21,48.65,1.11,1.67,3.03,32.57,15.16,14.94,32.38,34.11,77.19,2019-05-06 00:00:00,2019,5,6,0,0
466,05-06-2019 08:00,213.22,5.59,44.04,2.11,1.27,2.39,27.98,42.68,14.13,34.4,15.37,71.94,2019-05-06 08:00:00,2019,5,6,8,0
467,05-06-2019 16:00,305.12,114.23,110.67,0.53,2.67,4.19,151.98,30.38,19.45,37.72,34.67,78.12,2019-05-06 16:00:00,2019,5,6,16,0
468,06-06-2019 00:00,319.72,155.58,107.15,0.51,1.17,4.17,182.91,16.79,21.71,37.07,67.91,91.56,2019-06-06 00:00:00,2019,6,6,0,0
469,06-06-2019 08:00,244.22,26.04,99.28,1.06,2.31,3.09,74.02,54.06,21.55,44.75,21.83,94.66,2019-06-06 08:00:00,2019,6,6,8,0
470,06-06-2019 16:00,288.25,37.28,75.78,2.2,1.89,2.03,70.71,41.63,13.18,63.52,17.71,66.78,2019-06-06 16:00:00,2019,6,6,16,0
471,07-06-2019 00:00,88.16,10.64,44.37,1.63,1.39,1.18,32.28,21.31,12.5,43.08,8.11,41.34,2019-07-06 00:00:00,2019,7,6,0,0
472,07-06-2019 08:00,205.53,11.82,75.31,1.47,1.85,2.29,49.68,70.42,12.13,41.9,14.62,71.34,2019-07-06 08:00:00,2019,7,6,8,0
473,07-06-2019 16:00,202.12,22.22,104.86,0.75,2.52,2.25,73.89,32.14,8.32,38.92,18.99,71.59,2019-07-06 16:00:00,2019,7,6,16,0
474,08-06-2019 00:00,190,39.45,89.51,0.63,0.85,2.56,79.78,13.04,14.7,32.79,12.08,83.56,2019-08-06 00:00:00,2019,8,6,0,0
475,08-06-2019 08:00,182.56,37.42,100.06,1.11,1.7,2.13,83.71,30.1,14.22,45.08,8.57,55.53,2019-08-06 08:00:00,2019,8,6,8,0
476,08-06-2019 16:00,399.44,177.23,170.52,0.4,4.89,6.78,238.55,55.95,19.81,66.35,63.45,122.69,2019-08-06 16:00:00,2019,8,6,16,0
477,09-06-2019 00:00,589.53,360.33,146.11,0.31,2.68,10.94,370.41,42.42,42.46,52.1,108.65,163.03,2019-09-06 00:00:00,2019,9,6,0,0
478,09-06-2019 08:00,311.78,54.63,132.98,0.87,1.46,5.87,115.26,41.26,23.95,84.98,22.91,138.59,2019-09-06 08:00:00,2019,9,6,8,0
479,09-06-2019 16:00,333.97,161.47,145.76,0.56,3.74,4.89,225.91,93.87,30.34,77.56,43.78,110.56,2019-09-06 16:00:00,2019,9,6,16,0
480,10-06-2019 00:00,475.69,316.27,134.99,0.31,2.18,7.56,336.8,33.88,15.91,60.38,28.2,123.28,2019-10-06 00:00:00,2019,10,6,0,0
481,10-06-2019 08:00,237.33,78.22,116.45,0.9,1.74,2.44,125.71,44.12,16.25,63.18,10.55,56.21,2019-10-06 08:00:00,2019,10,6,8,0
482,10-06-2019 16:00,403.03,202.02,141.3,0.76,2.91,6.41,238.22,31.12,17.68,66.69,41.55,112.78,2019-10-06 16:00:00,2019,10,6,16,0
483,11-06-2019 00:00,705.67,228.21,100.84,0.38,2.63,6.13,237.97,19.59,13.65,52.65,32.01,150.41,2019-11-06 00:00:00,2019,11,6,0,0
484,11-06-2019 08:00,517.89,118.43,104.26,1.7,2.03,3.45,152.02,30.8,17.98,65.66,15.59,150.91,2019-11-06 08:00:00,2019,11,6,8,0
485,11-06-2019 16:00,407.81,210.05,123.4,0.63,3.3,6.18,236.77,23.29,15.12,59.54,31.16,74.03,2019-11-06 16:00:00,2019,11,6,16,0
486,12-06-2019 00:00,273.53,19.2,61.35,2.1,1.51,2.7,48.28,27.98,20.14,47.41,35.71,67.19,2019-12-06 00:00:00,2019,12,6,0,0
487,12-06-2019 08:00,265.5,8.27,43.1,3.87,1.83,1.08,29.65,27.2,11,60.98,15.71,70.03,2019-12-06 08:00:00,2019,12,6,8,0
488,12-06-2019 16:00,224.5,37.04,61.16,2.1,3.06,1.43,62.72,33.32,8.19,59.22,8.88,84.56,2019-12-06 16:00:00,2019,12,6,16,0
489,13-06-2019 00:00,220.72,44.81,59.78,0.55,2.44,2.66,68.31,44.73,14.95,38.64,14.79,74.06,2019-06-13 00:00:00,2019,6,13,0,0
490,13-06-2019 08:00,193.81,50.22,84.49,1.32,1.5,1.9,85.9,34.27,12.86,34.27,10.13,53.25,2019-06-13 08:00:00,2019,6,13,8,0
491,13-06-2019 16:00,230.69,52.45,100.59,0.83,4.28,2.57,96.26,33.41,9.98,38.46,16.49,58.91,2019-06-13 16:00:00,2019,6,13,16,0
492,14-06-2019 00:00,198.34,153.13,57.12,0.55,1.54,1.94,159.66,19.54,9.7,37.36,5.26,52.47,2019-06-14 00:00:00,2019,6,14,0,0
493,14-06-2019 08:00,266.59,124.55,102.16,1.91,1.91,1.85,155.93,46.13,11.03,36.14,7.54,58.59,2019-06-14 08:00:00,2019,6,14,8,0
494,14-06-2019 16:00,304.41,190.54,135.74,0.95,2.4,5.58,226.88,47.3,14.98,32.34,20.99,64.06,2019-06-14 16:00:00,2019,6,14,16,0
495,15-06-2019 00:00,409.34,221.11,126.24,0.37,1.93,5.7,247.62,23.44,21.97,30.61,24.08,107.47,2019-06-15 00:00:00,2019,6,15,0,0
496,15-06-2019 08:00,353.91,111.27,116.74,2.15,2.1,2.96,152.82,55.88,19.62,35.61,10.04,90.62,2019-06-15 08:00:00,2019,6,15,8,0
497,15-06-2019 16:00,352.06,150.4,97.76,1.22,1.8,3.54,174.64,37.63,11.08,38.13,12.97,70,2019-06-15 16:00:00,2019,6,15,16,0
498,16-06-2019 00:00,319.31,92.07,46.82,2.17,1.16,1.26,99.97,30.8,6.6,37.61,3.83,57.19,2019-06-16 00:00:00,2019,6,16,0,0
499,16-06-2019 08:00,194.62,144.62,68.09,1.9,1.56,1.46,154.13,25.53,6.63,38.78,8.18,40.19,2019-06-16 08:00:00,2019,6,16,8,0
500,16-06-2019 16:00,179.59,111.09,61.61,1.49,2.01,1.34,123.29,29.02,9.07,60.18,5.6,42.28,2019-06-16 16:00:00,2019,6,16,16,0
501,17-06-2019 00:00,236.5,62.575,69.34,1.05,0.4,1.95,91.86,17.3,10.8,39.23,5.93,66,2019-06-17 00:00:00,2019,6,17,0,0
502,17-06-2019 08:00,183.68,174.17,82.68,1.77,4.64,1.89,186.05,24.48,5.7,29.79,8.38,63.14,2019-06-17 08:00:00,2019,6,17,8,0
503,17-06-2019 16:00,205.44,148.13,97.2,1.09,1.7,3.04,172.49,23.97,5.3,36.24,12.72,41.62,2019-06-17 16:00:00,2019,6,17,16,0
504,18-06-2019 00:00,75.38,68.73,54.5,1.41,1.17,1.11,85.23,38.67,5.94,31.05,7.83,33.62,2019-06-18 00:00:00,2019,6,18,0,0
505,18-06-2019 08:00,111.41,107.93,85.88,1.77,3.1,1.5,140.08,26.8,9.34,38.2,6.77,23.88,2019-06-18 08:00:00,2019,6,18,8,0
506,18-06-2019 16:00,436.41,223.11,134.02,0.45,5.18,5.17,253.08,24.99,9.15,51.44,27.06,62.5,2019-06-18 16:00:00,2019,6,18,16,0
507,19-06-2019 00:00,339.47,56.09,71.37,0.38,2.06,5.22,83.7,22.93,7.12,57.13,14.93,158.75,2019-06-19 00:00:00,2019,6,19,0,0
508,19-06-2019 08:00,413.03,62.04,120.54,0.81,1.87,3.38,114.68,102.94,16.5,69.15,12.12,127.91,2019-06-19 08:00:00,2019,6,19,8,0
509,19-06-2019 16:00,190.96,25.34,70.02,1.71,2.69,2.08,57.9,34.97,4.5,37.02,8.44,55.15,2019-06-19 16:00:00,2019,6,19,16,0
510,20-06-2019 00:00,100.91,36.86,53.52,0.72,1.6,1.67,58.52,10.47,5.46,38.66,6.85,36.12,2019-06-20 00:00:00,2019,6,20,0,0
511,20-06-2019 08:00,152.84,21.49,69.38,1.2,2.04,1.97,54.38,34.46,13.08,48.03,8.84,51.84,2019-06-20 08:00:00,2019,6,20,8,0
512,20-06-2019 16:00,253.44,16.85,108.4,1.08,2.13,2.93,71.39,76.87,7.84,46.86,31.1,75.78,2019-06-20 16:00:00,2019,6,20,16,0
513,21-06-2019 00:00,232.62,22,67.6,0.63,2.14,2.92,53.89,13.73,7.73,40.55,25.27,86.5,2019-06-21 00:00:00,2019,6,21,0,0
514,21-06-2019 08:00,182.09,22.12,77.93,1.4,1.97,2.11,59.49,30.39,9.46,40.37,9.99,63.47,2019-06-21 08:00:00,2019,6,21,8,0
515,21-06-2019 16:00,241.25,65.44,121.02,0.39,2.2,3.4,117.72,29.64,9.98,49.4,21.88,88.16,2019-06-21 16:00:00,2019,6,21,16,0
516,22-06-2019 00:00,250.81,73.45,92.6,0.33,1.7,3.6,109.12,14.86,8.43,42.18,22.41,110.03,2019-06-22 00:00:00,2019,6,22,0,0
517,22-06-2019 08:00,207.38,70.33,110.63,1.05,3.13,2.26,116.21,54.55,9.28,42.24,9.83,60.31,2019-06-22 08:00:00,2019,6,22,8,0
518,22-06-2019 16:00,201.84,10.41,84.49,1.87,1.85,2.53,53.42,64.08,11.6,46.63,29.41,53.81,2019-06-22 16:00:00,2019,6,22,16,0
519,23-06-2019 00:00,127.28,6.19,28.49,2.42,1.16,1.38,20.2,14.99,5.05,29.24,7.27,40.44,2019-06-23 00:00:00,2019,6,23,0,0
520,23-06-2019 08:00,107.16,7.82,43.56,2.09,1.58,1.38,29.53,33.33,8.8,44.02,10.13,33.31,2019-06-23 08:00:00,2019,6,23,8,0
521,23-06-2019 16:00,182.16,7,48.46,3.58,1.63,1.03,31.47,27.44,9.75,43.82,25.81,32.38,2019-06-23 16:00:00,2019,6,23,16,0
522,24-06-2019 00:00,47.94,14.26,39.88,2.58,1.44,0.93,32.83,11.41,4.45,25.02,26.74,16.75,2019-06-24 00:00:00,2019,6,24,0,0
523,24-06-2019 08:00,116.16,10.36,38.24,2.84,1.75,1.15,28.79,13.76,6.66,29.01,19.94,27.66,2019-06-24 08:00:00,2019,6,24,8,0
524,24-06-2019 16:00,95,15.8,56.92,2.08,3.04,1.61,43.14,10.59,8.88,32.62,31.27,21.09,2019-06-24 16:00:00,2019,6,24,16,0
525,25-06-2019 00:00,71.97,12.55,32.93,0.99,1.38,1.1,27.74,11.06,6.62,24.85,16.3,25.41,2019-06-25 00:00:00,2019,6,25,0,0
