,From Date,PM10,NO,NO2,WS,CO,Benzene,NOx,Ozone,SO2,NH3,Toluene,PM2.5,Date,year,month,day,hour,minute
780,18-09-2019 00:00,82.25,7.67,35.33,1.24,0.42,1.77,25.05,21.61,4.49,56.02,19.44,38.41,2019-09-18 00:00:00,2019,9,18,0,0
781,18-09-2019 08:00,114.91,13.16,43.83,1.72,1.64,1.95,34.04,33.54,8.67,61.85,28.88,27.06,2019-09-18 08:00:00,2019,9,18,8,0
782,18-09-2019 16:00,95.97,7.76,41.87,1.85,1.9,1.87,28.61,19.97,7.07,30.3,30.47,31.66,2019-09-18 16:00:00,2019,9,18,16,0
783,19-09-2019 00:00,39.66,5.51,19.67,2.3,1.33,1.01,14.98,19.32,4.73,36.74,12.52,11.81,2019-09-19 00:00:00,2019,9,19,0,0
784,19-09-2019 08:00,70.62,9.64,26.5,2.37,1.37,1.42,21.96,21.94,5.6,36.55,41.08,20.28,2019-09-19 08:00:00,2019,9,19,8,0
785,19-09-2019 16:00,75.84,11.72,38.16,1.34,1.68,1.88,29.86,20.98,5.72,34.09,27.63,20.88,2019-09-19 16:00:00,2019,9,19,16,0
786,20-09-2019 00:00,114.5,35.9,36.74,0.34,1.56,2.97,48.81,38.27,6.02,31.25,46.83,48.19,2019-09-20 00:00:00,2019,9,20,0,0
787,20-09-2019 08:00,109.12,11.21,35.24,1.69,2.12,2.13,27.89,24.23,8.31,38.41,30.68,36.62,2019-09-20 08:00:00,2019,9,20,8,0
788,20-09-2019 16:00,117.97,23.34,50.72,0.67,2.21,2.82,46.01,22.18,7.26,30.07,31.24,36.5,2019-09-20 16:00:00,2019,9,20,16,0
789,21-09-2019 00:00,91.97,30.13,44.05,0.4,2.02,2.46,48.01,20.36,7.94,26.21,17.71,36.47,2019-09-21 00:00:00,2019,9,21,0,0
790,21-09-2019 08:00,137.81,17.63,44.92,1.02,1.47,2.38,38.26,36.27,11.62,40.14,27.6,44.84,2019-09-21 08:00:00,2019,9,21,8,0
791,21-09-2019 16:00,97.94,130.09,54.34,0.67,2.74,5.73,134.97,25.34,7.88,25.94,45.4,33.72,2019-09-21 16:00:00,2019,9,21,16,0
792,22-09-2019 00:00,103.66,66.14,40.81,0.51,1.86,4.17,75.63,26.19,4.04,29.54,29.81,35,2019-09-22 00:00:00,2019,9,22,0,0
793,22-09-2019 08:00,66.88,16.02,37.16,1.94,1.71,2.07,32.83,25.77,6.04,33.66,47.14,21.44,2019-09-22 08:00:00,2019,9,22,8,0
794,22-09-2019 16:00,78.22,17.1,46.23,0.99,1.92,2.64,38.54,22.06,6.29,38.76,63.32,24.53,2019-09-22 16:00:00,2019,9,22,16,0
795,23-09-2019 00:00,51.66,17.57,26.3,0.98,1.26,1.73,28.33,20.72,4.19,36.86,39.29,18.38,2019-09-23 00:00:00,2019,9,23,0,0
796,23-09-2019 08:00,117.62,31.16,47.88,0.64,1.7,2.29,50.88,36.28,7.91,32.5,44.2,42.22,2019-09-23 08:00:00,2019,9,23,8,0
797,23-09-2019 16:00,113.25,29.61,54.92,0.97,1.99,3.12,53.34,22.32,6.67,27.61,28.96,32.78,2019-09-23 16:00:00,2019,9,23,16,0
798,24-09-2019 00:00,120.91,87.61,40.54,0.35,2.24,2.76,93.01,39.19,6.36,28.95,21.74,42.38,2019-09-24 00:00:00,2019,9,24,0,0
799,24-09-2019 08:00,140.44,33.16,53.12,1.05,2.03,3.3,55.28,50.91,15.63,26.75,35.29,50.5,2019-09-24 08:00:00,2019,9,24,8,0
800,24-09-2019 16:00,100,23.47,50.34,1.25,1.64,3.85,45.92,22.11,5.97,26.58,35.2,29.85,2019-09-24 16:00:00,2019,9,24,16,0
801,25-09-2019 00:00,83.84,42.08,37.42,0.37,2.15,2.68,54.21,38.62,6.25,29.49,29.12,35.19,2019-09-25 00:00:00,2019,9,25,0,0
802,25-09-2019 08:00,112.25,21.37,41.96,0.46,0.91,2.48,39.74,50.06,14.01,28.92,28.01,46.8,2019-09-25 08:00:00,2019,9,25,8,0
803,25-09-2019 16:00,127,26.92,50.74,1.06,2.43,3.2,48.93,28.99,6.15,20.6,44.83,22.59,2019-09-25 16:00:00,2019,9,25,16,0
804,26-09-2019 00:00,72.44,8.92,26.93,1.75,1.91,1.92,21.59,17.42,6.3,14.03,71.14,34.28,2019-09-26 00:00:00,2019,9,26,0,0
805,26-09-2019 08:00,66.97,13.84,28.68,2.4,1.74,1.28,26.54,21.03,9.63,16.22,27.31,18.53,2019-09-26 08:00:00,2019,9,26,8,0
806,26-09-2019 16:00,81.94,27.76,38.93,1.57,1.72,2.62,43.35,20.95,12,18.79,104.13,24.28,2019-09-26 16:00:00,2019,9,26,16,0
807,27-09-2019 00:00,30.66,10.18,24.65,1.72,1.9,1.09,21.43,21.08,6.85,14.02,83.6,9.06,2019-09-27 00:00:00,2019,9,27,0,0
808,27-09-2019 08:00,102.93,15.45,35.77,2.01,1.7,3.61,31.62,30.85,7.5,27.02,74.24,21.5,2019-09-27 08:00:00,2019,9,27,8,0
809,27-09-2019 16:00,58.88,16.31,33.63,1.61,2.61,2.94,31.19,19.47,7.15,29.07,21.86,10.25,2019-09-27 16:00:00,2019,9,27,16,0
810,28-09-2019 00:00,57.81,28.77,28.39,0.7,1.53,2.94,38.57,35.51,6.31,22.55,21.86,25.25,2019-09-28 00:00:00,2019,9,28,0,0
811,28-09-2019 08:00,87.47,18.22,31.13,2.1,1.06,1.02,31.41,24.43,10.81,22.37,42.42,27.94,2019-09-28 08:00:00,2019,9,28,8,0
812,28-09-2019 16:00,78.06,18.44,32.57,2.02,0.42,1.52,32.36,22.33,6.81,21.6,48.7,17.16,2019-09-28 16:00:00,2019,9,28,16,0
813,29-09-2019 00:00,25.66,6.05,21.16,1.52,2.02,0.59,16.18,21.49,3.71,18.26,16.25,8.72,2019-09-29 00:00:00,2019,9,29,0,0
814,29-09-2019 08:00,54.75,12.68,27.62,1.38,1.4,0.82,25.04,20.33,5.63,18.88,19.96,17.69,2019-09-29 08:00:00,2019,9,29,8,0
815,29-09-2019 16:00,58.16,11.15,32.02,1.57,1.87,1.05,26.13,19.73,4.76,18.8,35.07,15.75,2019-09-29 16:00:00,2019,9,29,16,0
816,30-09-2019 00:00,26.16,9.99,23.85,0.89,1.64,0.77,20.83,19.64,4.58,17.02,9.33,13.31,2019-09-30 00:00:00,2019,9,30,0,0
817,30-09-2019 08:00,84.59,25.1,37.06,0.98,1.26,1.29,40.18,21.42,6.64,19.29,25.53,29.44,2019-09-30 08:00:00,2019,9,30,8,0
818,30-09-2019 16:00,121.16,23.13,55.25,0.87,3.12,1.96,48.27,21.17,8.04,25.62,39.73,37.84,2019-09-30 16:00:00,2019,9,30,16,0
819,01-10-2019 00:00,65.41,16.06,34.79,0.54,1.99,1.52,31.6,21.01,5.2,29.62,15.42,27.16,2019-01-10 00:00:00,2019,1,10,0,0
820,01-10-2019 08:00,101.09,9.78,35.34,1.82,1.29,1.35,26.77,22.08,6.57,34.4,15.05,39.12,2019-01-10 08:00:00,2019,1,10,8,0
821,01-10-2019 16:00,90.59,24.09,43.18,0.97,2.31,1.49,42.61,12.32,5.32,16.94,15.49,28.53,2019-01-10 16:00:00,2019,1,10,16,0
822,02-10-2019 00:00,88.41,22.44,38.21,0.38,1.93,1.39,38.62,11.2,3.88,15.25,23.75,37.75,2019-02-10 00:00:00,2019,2,10,0,0
823,02-10-2019 08:00,138.53,34.67,45.66,0.65,2.8,1.04,52.55,54.84,6.65,18.41,8.52,48.03,2019-02-10 08:00:00,2019,2,10,8,0
824,02-10-2019 16:00,195.84,90.45,59.18,0.32,3.12,1.57,105.21,33.43,6.19,18.69,12.65,49.75,2019-02-10 16:00:00,2019,2,10,16,0
825,03-10-2019 00:00,248.69,158.44,48.63,0.3,3.23,2.89,155.02,118.92,15.62,22.59,26.26,88.06,2019-03-10 00:00:00,2019,3,10,0,0
826,03-10-2019 08:00,200.53,29.3,76.12,0.47,2.47,2.49,64.38,49.11,10.87,53.54,19.43,79.81,2019-03-10 08:00:00,2019,3,10,8,0
827,03-10-2019 16:00,180.38,95.58,85.64,0.51,2.59,2.91,123.52,59.81,4.16,28.8,39.02,61.84,2019-03-10 16:00:00,2019,3,10,16,0
828,04-10-2019 00:00,103.5,122.31,57.29,0.32,1.53,2.13,130.2,30.1,2.76,26.48,19.35,46.69,2019-04-10 00:00:00,2019,4,10,0,0
829,04-10-2019 08:00,183.44,76.94,66.13,0.97,1.53,1.95,97.9,33.38,1.67,34.03,14.63,60.94,2019-04-10 08:00:00,2019,4,10,8,0
830,04-10-2019 16:00,207.88,95.85,71.29,0.55,1.54,3.05,116.05,29.16,1.48,31.92,25.92,60.62,2019-04-10 16:00:00,2019,4,10,16,0
831,05-10-2019 00:00,133.38,81.14,43.77,0.38,0.85,2.18,89.4,23.19,2.11,30.02,15.1,46.44,2019-05-10 00:00:00,2019,5,10,0,0
832,05-10-2019 08:00,148.53,81.53,71.24,1.03,0.76,1.5,104.38,30.73,1.57,36.03,13.03,34,2019-05-10 08:00:00,2019,5,10,8,0
833,05-10-2019 16:00,208.72,121.56,80.08,0.37,0.83,4.12,141.69,29.81,3.06,32.58,31.45,55.97,2019-05-10 16:00:00,2019,5,10,16,0
834,06-10-2019 00:00,163.19,106.48,52.17,0.32,2.86,2.51,114.53,27.2,2.12,32.41,23.31,63.06,2019-06-10 00:00:00,2019,6,10,0,0
835,06-10-2019 08:00,201.19,85.81,84.13,0.78,2.38,2.18,114.71,36.13,2.55,59,14.83,73,2019-06-10 08:00:00,2019,6,10,8,0
836,06-10-2019 16:00,230.03,91.66,80.43,0.45,2.07,2.56,117.47,30.52,4.74,86.84,16.02,68.12,2019-06-10 16:00:00,2019,6,10,16,0
837,07-10-2019 00:00,156.66,77.46,51.39,0.36,1.83,2.07,90.44,31.85,5.56,81.75,12.03,70.69,2019-07-10 00:00:00,2019,7,10,0,0
838,07-10-2019 08:00,201.69,109.51,72.74,1.23,1.81,2.42,127.94,36.14,8.32,59.49,12.02,62.31,2019-07-10 08:00:00,2019,7,10,8,0
839,07-10-2019 16:00,195.6,89.84,70.34,0.7,2.95,3.67,110.7,29.46,5.84,52.46,19.55,44.38,2019-07-10 16:00:00,2019,7,10,16,0
840,08-10-2019 00:00,119.56,102.77,57.87,0.34,1.7,2.42,114.52,28.69,5.06,49.81,13.1,38.72,2019-08-10 00:00:00,2019,8,10,0,0
841,08-10-2019 08:00,168.2,158.45,79.4,0.87,1.82,2.96,171.45,37.37,9.3,49.5,14.98,49.03,2019-08-10 08:00:00,2019,8,10,8,0
842,08-10-2019 16:00,208.97,62.575,69.34,0.41,2.31,4.97,91.86,45.63,9.08,39.23,23.78,58.44,2019-08-10 16:00:00,2019,8,10,16,0
843,09-10-2019 00:00,258.47,145.44,71.28,0.31,2.24,4.09,156.5,123.46,24.88,39.23,31.18,89.97,2019-09-10 00:00:00,2019,9,10,0,0
844,09-10-2019 08:00,168.41,24.27,68.5,0.63,1.83,2.11,56.31,44.16,23.81,39.23,12.36,76.5,2019-09-10 08:00:00,2019,9,10,8,0
845,09-10-2019 16:00,226.53,49.93,105.02,0.3,2.02,1.64,96.56,26.75,3.4,39.23,10.58,71.97,2019-09-10 16:00:00,2019,9,10,16,0
846,10-10-2019 00:00,274.62,62.575,69.34,0.3,1.88,1.69,91.86,42.24,9.32,39.23,26.67,134.12,2019-10-10 00:00:00,2019,10,10,0,0
847,10-10-2019 08:00,272.75,33.32,87.57,0.47,1.08,1.3,73.74,34.54,19.69,38.95,15.45,104.91,2019-10-10 08:00:00,2019,10,10,8,0
848,10-10-2019 16:00,280.25,53.35,100.3,0.3,1.44,2.43,96.83,27.87,7.36,37.34,15.56,121.12,2019-10-10 16:00:00,2019,10,10,16,0
849,11-10-2019 00:00,305.31,162.74,73.78,0.3,3.03,3.46,171.92,27.71,11.04,29.51,22.02,148.16,2019-11-10 00:00:00,2019,11,10,0,0
850,11-10-2019 08:00,307.88,71.89,92.04,0.3,2.34,4.14,107.53,56.21,10.89,33.77,14.64,156.88,2019-11-10 08:00:00,2019,11,10,8,0
851,11-10-2019 16:00,294.42,110.41,98.67,1.97,3.42,2.94,142.56,19.85,12.7,58.4,21.86,114.04,2019-11-10 16:00:00,2019,11,10,16,0
852,12-10-2019 00:00,304,110.77,64.15,0.3,2.47,2.94,124.44,22.04,10.79,64.91,21.86,164.2,2019-12-10 00:00:00,2019,12,10,0,0
853,12-10-2019 08:00,263.12,38.8,83.67,0.3,2.2,2.94,76.12,22.83,7.94,71.14,21.86,120.31,2019-12-10 08:00:00,2019,12,10,8,0
854,12-10-2019 16:00,341.88,124.46,95.31,0.3,2.78,2.94,152.16,22.83,10.1,68.07,21.86,118.22,2019-12-10 16:00:00,2019,12,10,16,0
855,13-10-2019 00:00,435.06,224.09,81.34,0.3,3.24,2.94,225.95,26.74,15.17,65.82,21.86,246.66,2019-10-13 00:00:00,2019,10,13,0,0
856,13-10-2019 08:00,345.83,47.6,93.75,0.3,2.79,2.34,88.68,27.76,17.78,62.51,13.58,170.13,2019-10-13 08:00:00,2019,10,13,8,0
857,13-10-2019 16:00,301.84,96.37,106.52,0.3,5.01,2.73,135.22,21.85,7.27,62.65,14.24,131.91,2019-10-13 16:00:00,2019,10,13,16,0
858,14-10-2019 00:00,347.12,235.73,82.87,0.3,3,3.44,242.7,20.61,10.84,60.53,18.97,179.75,2019-10-14 00:00:00,2019,10,14,0,0
859,14-10-2019 08:00,312.83,72.11,101.07,0.3,2.4,1.99,112.54,23.71,6.94,62.81,11.03,119.07,2019-10-14 08:00:00,2019,10,14,8,0
860,14-10-2019 16:00,367.91,193.61,102.83,0.3,3.9,4.04,212.79,22.69,8.32,63.38,24.99,142.09,2019-10-14 16:00:00,2019,10,14,16,0
861,15-10-2019 00:00,422.47,275.34,85.1,0.3,3.35,4.31,275.98,71.55,10.27,61.3,42.71,190.94,2019-10-15 00:00:00,2019,10,15,0,0
862,15-10-2019 08:00,305.31,55.05,98.93,0.3,4.22,2.27,97.49,30.8,10.1,58.52,12.76,134.44,2019-10-15 08:00:00,2019,10,15,8,0
863,15-10-2019 16:00,423.16,88.07,116.03,0.3,2.35,3.47,133.5,42.04,5.92,62.88,53.76,191.38,2019-10-15 16:00:00,2019,10,15,16,0
864,16-10-2019 00:00,316.78,89.14,78.13,0.3,2.44,2.22,114.22,23.08,6.57,60.23,20.23,173.78,2019-10-16 00:00:00,2019,10,16,0,0
865,16-10-2019 08:00,305.23,12.39,64.75,0.47,2.93,1.89,44.54,34.82,18.35,57.11,14.17,156.7,2019-10-16 08:00:00,2019,10,16,8,0
866,16-10-2019 16:00,357.38,52.99,90.82,0.52,3.04,2.94,91.5,43.96,18.14,61.04,21.86,156.69,2019-10-16 16:00:00,2019,10,16,16,0
867,17-10-2019 00:00,247.03,39.7,54.75,0.39,2.41,2.94,61.47,24.74,9.85,53.85,21.86,138.5,2019-10-17 00:00:00,2019,10,17,0,0
868,17-10-2019 08:00,261.87,6,55.78,1.25,1.5,0.43,34.56,26.29,12.41,57.69,3.56,123.33,2019-10-17 08:00:00,2019,10,17,8,0
869,17-10-2019 16:00,287.78,18.09,105.44,0.63,3.21,1.28,69.93,22.98,6.61,76.16,14.04,123.67,2019-10-17 16:00:00,2019,10,17,16,0
870,18-10-2019 00:00,213.0,62.575,69.34,0.6,1.9,2.94,91.86,27.75,10.79,39.23,21.86,81.515,2019-10-18 00:00:00,2019,10,18,0,0
871,18-10-2019 08:00,233.1,11.28,65.74,1.29,2.74,0.99,42.91,27.95,7.89,71.86,11.7,91.4,2019-10-18 08:00:00,2019,10,18,8,0
872,18-10-2019 16:00,265,61.24,84.49,1,2.39,0.9,94.86,18.1,6.09,61.77,19.29,63.31,2019-10-18 16:00:00,2019,10,18,16,0
873,19-10-2019 00:00,174.34,112.27,75.79,0.31,1.05,1.62,131.81,36.88,7.22,55.76,35.57,68.5,2019-10-19 00:00:00,2019,10,19,0,0
874,19-10-2019 08:00,299.09,48.23,90.54,0.33,1.19,1.6,87.45,40.9,4.68,64.5,10.05,131.56,2019-10-19 08:00:00,2019,10,19,8,0
875,19-10-2019 16:00,320.81,201.7,123.93,0.3,2.55,4.58,230.14,13.11,5.27,66.83,29.68,118.22,2019-10-19 16:00:00,2019,10,19,16,0
876,20-10-2019 00:00,257.31,118.5,73.01,0.31,1.53,2.01,135.37,9.72,1.39,65.68,13.53,144.25,2019-10-20 00:00:00,2019,10,20,0,0
877,20-10-2019 08:00,233.84,116.69,114.96,0.57,1.27,2,156.34,18.88,1.62,64.81,10.55,102.5,2019-10-20 08:00:00,2019,10,20,8,0
878,20-10-2019 16:00,286.09,216.07,114.66,0.37,1.92,3.51,237.2,12.87,2.19,66.43,22.82,90.12,2019-10-20 16:00:00,2019,10,20,16,0
879,21-10-2019 00:00,267.38,100.29,75.79,0.3,1.47,2.5,144.22,10.96,2.04,73.41,12.2,164.5,2019-10-21 00:00:00,2019,10,21,0,0
880,21-10-2019 08:00,277.95,67.24,113.43,1.29,1.12,1.66,114.98,34.52,0.5,60.28,9.5,136.25,2019-10-21 08:00:00,2019,10,21,8,0
881,21-10-2019 16:00,256.16,193.45,115.98,0.43,1.77,4.87,219.41,13.37,1.3,61.52,26.05,88.34,2019-10-21 16:00:00,2019,10,21,16,0
882,22-10-2019 00:00,286.59,209.38,96.85,0.3,2.03,3.59,222.27,10.28,3.49,68.29,16.89,147.47,2019-10-22 00:00:00,2019,10,22,0,0
883,22-10-2019 08:00,250.88,112.82,113.23,1.23,2.16,2.01,152.44,26.95,4.96,65.34,11.77,99.88,2019-10-22 08:00:00,2019,10,22,8,0
884,22-10-2019 16:00,344.97,248.97,144.89,0.41,4.17,5.87,273.84,24.18,11.48,67.57,33.05,118.56,2019-10-22 16:00:00,2019,10,22,16,0
885,23-10-2019 00:00,396.69,333.29,113.69,0.3,1.81,8.14,353.19,21.95,3.63,75.25,39.57,189.16,2019-10-23 00:00:00,2019,10,23,0,0
886,23-10-2019 08:00,365.5,118.55,153.42,0.55,1.14,4.51,178.24,40.84,13.83,77.71,20.92,162.62,2019-10-23 08:00:00,2019,10,23,8,0
887,23-10-2019 16:00,513.81,251.08,135.73,0.3,3.95,3.65,276.71,42.94,19.65,76.8,34.17,178.41,2019-10-23 16:00:00,2019,10,23,16,0
888,24-10-2019 00:00,557.84,300.44,105.59,0.3,3.11,4.61,301.04,7.37,26.71,94.55,30.47,283.72,2019-10-24 00:00:00,2019,10,24,0,0
889,24-10-2019 08:00,417.59,40.97,104.28,0.51,1.52,2.32,88.84,7.06,24.85,88.22,11.78,209.16,2019-10-24 08:00:00,2019,10,24,8,0
890,24-10-2019 16:00,474.62,114.48,147.13,0.34,2.67,2.9,171.6,6.75,25.38,75.77,25.81,196.41,2019-10-24 16:00:00,2019,10,24,16,0
891,25-10-2019 00:00,268.38,72.72,78.14,0.35,1.07,1.58,100.86,6.94,18.01,72.71,9.96,143.62,2019-10-25 00:00:00,2019,10,25,0,0
892,25-10-2019 08:00,270.88,15.03,71.99,1.14,1.57,1.11,50.53,11.09,18.27,63.51,7.68,116.78,2019-10-25 08:00:00,2019,10,25,8,0
893,25-10-2019 16:00,599.44,283.67,129.49,0.3,3.54,4.06,329.9,68.07,28.51,63.98,35.68,183.44,2019-10-25 16:00:00,2019,10,25,16,0
894,26-10-2019 00:00,385.88,112.88,94.77,0.32,1.85,2.42,142.37,8.75,14.73,87.27,24.26,168.22,2019-10-26 00:00:00,2019,10,26,0,0
895,26-10-2019 08:00,327.82,45.59,95,0.34,1.67,1.64,88.02,15.41,13.37,94.32,7.42,147.91,2019-10-26 08:00:00,2019,10,26,8,0
896,26-10-2019 16:00,564.87,243.54,166.3,0.3,3.37,4.11,286.1,13.97,17.06,84.81,31.69,254.07,2019-10-26 16:00:00,2019,10,26,16,0
897,27-10-2019 00:00,559.16,415,132.16,0.3,2.93,5.27,428.42,7.53,18.2,105.25,19.32,297.44,2019-10-27 00:00:00,2019,10,27,0,0
898,27-10-2019 08:00,386.47,95.61,105.88,0.68,1.24,1.71,134.24,15.34,10.49,96.07,7.2,198.78,2019-10-27 08:00:00,2019,10,27,8,0
899,27-10-2019 16:00,460.21,247.04,122.62,0.34,2.71,4.19,294.13,8.52,17.68,74.42,14.83,203.36,2019-10-27 16:00:00,2019,10,27,16,0
900,28-10-2019 00:00,642.21,262.53,97.78,0.3,2.52,3.85,268.67,5.15,34.59,105.7,12.06,580.78,2019-10-28 00:00:00,2019,10,28,0,0
901,28-10-2019 08:00,475.22,111.98,141.64,0.31,2.07,2.26,166.66,12.02,14.54,97.22,5.98,276.97,2019-10-28 08:00:00,2019,10,28,8,0
902,28-10-2019 16:00,549.57,287.47,144.98,0.3,5.12,4.45,337.77,8.85,20.09,89.55,17.92,298.97,2019-10-28 16:00:00,2019,10,28,16,0
903,29-10-2019 00:00,646.27,362.6,94.57,0.3,4.04,6.7,345.7,18.55,24.43,114.09,28.73,527.19,2019-10-29 00:00:00,2019,10,29,0,0
904,29-10-2019 08:00,561.59,188.51,154.1,0.31,2.21,3.24,235.79,4.74,12.26,123.07,11.06,325.69,2019-10-29 08:00:00,2019,10,29,8,0
905,29-10-2019 16:00,640.41,321.74,172.18,0.3,4.97,5.67,359.02,3.3,12.29,115.97,19.49,377.34,2019-10-29 16:00:00,2019,10,29,16,0
906,30-10-2019 00:00,569.31,406.89,113.66,0.3,4.3,5.76,396.12,3.13,23.42,113.34,19.58,362.38,2019-10-30 00:00:00,2019,10,30,0,0
907,30-10-2019 08:00,569.56,202.72,132.99,0.32,2.14,2.82,236.14,6.07,16.62,125.71,14.73,336.56,2019-10-30 08:00:00,2019,10,30,8,0
908,30-10-2019 16:00,747.91,363.68,159.92,0.3,4.8,6.22,380.87,13.58,25.05,104.18,22.87,421.28,2019-10-30 16:00:00,2019,10,30,16,0
909,31-10-2019 00:00,576.12,466.57,96.77,0.3,5,8.06,444.62,12.63,21.96,119.57,27.25,345.41,2019-10-31 00:00:00,2019,10,31,0,0
910,31-10-2019 08:00,606.44,143.34,154.36,0.3,2.2,3.78,198.81,13.37,11.54,120.45,13.84,374.84,2019-10-31 08:00:00,2019,10,31,8,0
911,31-10-2019 16:00,839.3,371.78,162.82,0.3,5.74,6.72,400.66,12.82,16.75,117.39,22.88,508.53,2019-10-31 16:00:00,2019,10,31,16,0
912,01-11-2019 00:00,706.88,348.48,113.08,0.3,3.98,5.74,346.07,22.64,24.8,124.14,22.74,501.44,2019-01-11 00:00:00,2019,1,11,0,0
913,01-11-2019 08:00,765.4,82.62,186.7,0.3,3.55,3.91,166.66,37.68,25.63,109.26,17.42,532.12,2019-01-11 08:00:00,2019,1,11,8,0
914,01-11-2019 16:00,583.88,174.47,141.84,0.3,3.93,4.18,217.66,12.48,20.39,91.81,15.39,332.09,2019-01-11 16:00:00,2019,1,11,16,0
915,02-11-2019 00:00,496.53,251.94,89.99,0.3,2.59,3.32,268.31,13.6,20.04,93.62,11.25,303.41,2019-02-11 00:00:00,2019,2,11,0,0
916,02-11-2019 08:00,572.12,155.3,131.07,0.36,4,3.19,196.28,14.89,19.93,109.88,9.86,377.03,2019-02-11 08:00:00,2019,2,11,8,0
917,02-11-2019 16:00,599.59,142.99,96.31,0.57,3.58,3.08,167.78,12.06,16.49,104.07,11.34,457.09,2019-02-11 16:00:00,2019,2,11,16,0
918,03-11-2019 00:00,802.73,146.91,78.39,0.38,3.07,3.74,161.46,11.53,16.92,104.54,9.32,727.97,2019-03-11 00:00:00,2019,3,11,0,0
919,03-11-2019 08:00,939.3,135.04,114.33,0.33,3.35,3.66,170.9,13.84,17.63,108.94,7.35,830.79,2019-03-11 08:00:00,2019,3,11,8,0
920,03-11-2019 16:00,562,293.8,109.08,0.3,1.62,3.75,297.55,10.27,19.07,79.14,10.99,369.91,2019-03-11 16:00:00,2019,3,11,16,0
921,04-11-2019 00:00,747.35,205.53,78.42,0.3,1.9,2.9,209.17,11.6,15.08,89.32,7.54,672.56,2019-04-11 00:00:00,2019,4,11,0,0
922,04-11-2019 08:00,457.31,121.96,85.17,1.17,1.01,1.84,144.8,18.57,12.04,73.98,5.16,326.34,2019-04-11 08:00:00,2019,4,11,8,0
923,04-11-2019 16:00,300,203.45,95.82,0.34,1,2.22,216.82,12.31,11.6,58.69,8.58,145.75,2019-04-11 16:00:00,2019,4,11,16,0
924,05-11-2019 00:00,551.62,148.32,61.11,0.3,1.07,1.89,153.41,11.4,15.04,76.82,4.36,453.56,2019-05-11 00:00:00,2019,5,11,0,0
925,05-11-2019 08:00,281.38,115.01,94.26,0.69,1.36,1.21,127.15,22.93,11.35,59.61,3.86,155.03,2019-05-11 08:00:00,2019,5,11,8,0
926,05-11-2019 16:00,320.62,323.65,131.38,0.3,1.29,3.54,209.78,10.86,19.22,65.31,12.47,112.22,2019-05-11 16:00:00,2019,5,11,16,0
927,06-11-2019 00:00,286.66,316.57,89.82,0.3,2.32,2.48,270.64,10.06,9.85,64.95,9.62,121.69,2019-06-11 00:00:00,2019,6,11,0,0
928,06-11-2019 08:00,266.53,115.57,103.98,0.68,1.48,1.58,149.43,29.44,5.92,76.42,5.96,128.78,2019-06-11 08:00:00,2019,6,11,8,0
929,06-11-2019 16:00,236.19,52.5,125.28,0.52,1.47,1.57,109.43,15.93,3.05,75.18,6.01,114.88,2019-06-11 16:00:00,2019,6,11,16,0
930,07-11-2019 00:00,275.62,95.42,79.26,0.35,1.77,1.47,119.93,13.63,14.08,79.29,8.14,164.59,2019-07-11 00:00:00,2019,7,11,0,0
931,07-11-2019 08:00,397,107.62,121.05,0.95,2.55,2.66,152.13,14.28,15.63,94.66,16.07,235.88,2019-07-11 08:00:00,2019,7,11,8,0
932,07-11-2019 16:00,373.47,109.51,107.38,0.8,3.17,2.37,152.3,18.29,17.55,93.01,26.44,240.41,2019-07-11 16:00:00,2019,7,11,16,0
933,08-11-2019 00:00,393.53,135.39,64.93,0.3,1.26,2.79,144.89,16.36,15.32,88.07,12.38,285.56,2019-08-11 00:00:00,2019,8,11,0,0
934,08-11-2019 08:00,318.62,106.11,151.42,0.38,0.84,2.24,167.02,27.54,26.33,85.08,13.24,163.84,2019-08-11 08:00:00,2019,8,11,8,0
935,08-11-2019 16:00,213.0,219.1,146.57,0.31,1.52,3.64,256.6,12.2,18.25,83.4,14.28,165.72,2019-08-11 16:00:00,2019,8,11,16,0
936,09-11-2019 00:00,213.0,149.95,74.93,0.33,1.58,2.05,170.3,10.93,15.49,89.18,8.63,179.69,2019-09-11 00:00:00,2019,9,11,0,0
937,09-11-2019 08:00,192.91,154,112.19,0.75,1.71,1.2,185.28,18.49,18.98,76.31,4.87,121.56,2019-09-11 08:00:00,2019,9,11,8,0
938,09-11-2019 16:00,286.25,207.49,129.69,0.39,2.74,2.39,238.15,13.48,17.37,72.22,10.33,132.31,2019-09-11 16:00:00,2019,9,11,16,0
939,10-11-2019 00:00,450.66,134.73,85.62,0.31,2.14,1.82,155.33,11.71,22.23,83.19,7.18,329.88,2019-10-11 00:00:00,2019,10,11,0,0
940,10-11-2019 08:00,376.22,114.01,141.92,0.5,2.02,1.63,168.44,28.97,23.75,78.25,6.14,237.34,2019-10-11 08:00:00,2019,10,11,8,0
941,10-11-2019 16:00,330.62,318.83,160.72,0.32,3.31,2.1,344.43,12.91,22.28,72.36,10.83,136.88,2019-10-11 16:00:00,2019,10,11,16,0
942,11-11-2019 00:00,500.47,126.98,101.53,0.3,1.85,2.02,157.51,12.07,19.41,90.16,7.17,364.25,2019-11-11 00:00:00,2019,11,11,0,0
943,11-11-2019 08:00,603.59,97.9,152.01,0.53,1.93,1.94,160.64,23.13,17.48,80.67,5.77,421.34,2019-11-11 08:00:00,2019,11,11,8,0
